filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
Autumn Leaves.m4a,14542848,0.280566931,0.093533933,0.135407314,0.004389541,2470.41225,915227.7381,2764.827872,347693.5044,5787.924109,4606666.414,0.096187848,0.006111527,-3.9e-07,0.01734253,-1.55e-05,0.00188124,112.3471467,-178.271286,5316.777344,76.93609619,1455.596802,46.02441025,766.6654053,31.85724258,470.9447937,7.120412827,130.5240173,13.04258537,95.09901428,-9.526000977,105.3101578,7.330825806,107.5595856,-13.48236847,75.58731079,5.072021484,81.65270996,-7.85865736,77.03426361,4.592615128,110.6645126,-2.392780304,159.4120941,7.62306881,104.5922928,-9.054673195,111.0231857,3.555069447,106.1075134,-5.732812881,115.6095734,3.145483255,92.86962128,-8.182543755,97.23787689,0.870872498,126.2591324
"AVE MARIA SCHUBERT (Arr. for SATB Choir, String Quartet and Harp).m4a",4999680,0.280961215,0.085529238,0.173403859,0.002606398,978.7778091,38340.01783,1025.600623,53238.44991,1809.214611,305934.3653,0.059051382,0.000440862,-0.013311517,0.027879396,-0.000803416,0.000739009,161.4990234,-173.1039276,4596.858398,184.049118,756.140686,-39.17726898,617.4316406,32.37155533,265.6358643,-8.85080719,138.4177704,-14.41465092,83.21162415,-3.246522903,102.5215378,-15.51452923,63.38388443,-13.05160236,56.10990143,-14.54279041,57.91747665,-6.449361801,87.50708008,-3.92031312,92.79821014,-3.971357107,91.58924866,0.401712507,80.0397644,0.866097748,83.15657043,-4.037644863,92.2516098,-3.768775702,76.25416565,-3.488297224,87.31206512,-8.147382736,75.484375,-3.280035257,62.13579559
Baby O'riley.m4a,7177728,0.341203183,0.091689885,0.08945635,0.002453427,2185.141864,1041769.067,2113.302381,528442.9244,4394.150365,4088727.108,0.110900513,0.005381031,4.06e-07,0.007147582,-1.49e-06,0.001282286,117.4538352,-170.8079834,15346.10645,82.80857086,1528.771851,-13.15073109,487.6900635,35.26831436,340.1643372,3.583263397,143.3466187,7.109825134,124.8794785,-8.982578278,90.46392059,9.610737801,139.1668091,-2.10611248,63.56653976,7.331122398,74.87551117,-6.379837513,51.58869171,1.420332789,76.21269989,-8.871750832,74.03560638,0.240947425,62.83101273,-8.936871529,51.61170578,-2.657534361,78.17043304,-7.775678635,56.72900772,1.566440344,52.60935593,-6.636359692,76.71017456,1.72781682,70.87975311
Baby One More Time.m4a,4639232,0.378464401,0.088677734,0.192500845,0.008379349,2601.546962,831993.6367,2498.197642,175628.1218,5369.916786,2708738.793,0.133547454,0.007277379,1.57e-06,0.018989805,4.47e-05,0.013714707,92.28515625,-57.3466301,8862.072266,83.8425827,1072.09436,-7.773190975,537.2903442,17.76085663,336.6822205,-7.716403961,202.2643433,10.9469347,229.432373,-7.222306252,140.919754,2.408668756,144.1701965,-6.55926609,129.7502899,6.013715267,100.2323303,-12.09861374,87.16359711,5.783195972,66.12724304,-6.979835033,63.24639893,2.734489202,55.44852448,-7.204907894,54.53546906,1.658251047,46.09874344,-6.365225792,57.15016174,5.833874226,59.91847229,-3.94314003,64.04676056,5.222793102,61.53421021
Bad.m4a,5430272,0.473042607,0.081354707,0.221755594,0.006348471,2765.480264,379167.7811,2701.873546,116295.5431,6017.169096,1462871.337,0.120875135,0.002987409,3.39e-06,0.02096655,3.86e-05,0.017902181,112.3471467,-26.81819534,5175.520508,75.30993652,477.7990112,-0.164172053,635.5994873,30.31396675,164.0387573,2.028287172,154.4926758,14.79451847,106.9068756,-0.487385929,89.60827637,17.75860786,69.34674835,-2.791560173,65.29634094,12.76461887,54.27222443,-6.400763512,52.57829285,8.675298691,37.65956116,-1.779148698,44.4058342,9.500106812,46.74219131,-1.450423956,45.3975029,11.28689957,52.04105759,-1.421040297,55.37905502,8.242483139,35.65032196,-4.841419697,32.97984314,5.495111942,32.12624359
Bam Bam.m4a,4333056,0.316734552,0.095620058,0.196712047,0.009834104,1611.655506,463172.3525,1695.500698,302891.8163,3095.644726,2487576.309,0.08192689,0.002040202,4.04e-06,0.029540474,4.5e-05,0.009765031,83.35433468,-137.3495941,7990.708008,130.443512,1408.34668,-36.87282944,1125.169434,17.94810677,404.7830505,1.698991895,286.3345947,-0.595570982,205.415863,13.26256561,218.3761139,3.590181828,104.1508026,-8.916008949,115.0373459,11.47925663,103.9628372,-7.852566719,71.3627243,2.600652456,57.13978577,0.162128001,76.73207092,-4.70654726,94.23023987,-5.749797821,59.98995972,0.411892205,93.1721344,-8.226250648,147.1033936,0.713452995,170.1041565,-3.029833794,173.9491272,2.618889809,140.6242981
Beat It.m4a,5698048,0.401588708,0.086840928,0.134708285,0.004519942,2737.971575,608427.0632,2700.692692,131745.1093,6021.647074,1837402.101,0.12890217,0.004587427,1.23e-05,0.009751404,-8.59e-06,0.006803749,135.9991776,-98.13754272,11810.8877,78.01016235,769.3120117,3.521666527,427.1883545,24.83027077,224.3567657,0.319512427,115.9537811,13.14981461,92.13158417,-4.946069241,72.67489624,10.69185448,64.88922119,-5.563280106,69.63484192,5.81182909,62.58358002,-7.42318821,62.60398865,4.353182793,54.96960831,-8.491734505,52.86548615,4.827745438,52.18419647,-5.350589275,57.26882935,5.562753201,55.54314804,-5.239880562,57.67248917,2.593732834,44.13162994,-5.704747677,48.37597656,1.078968167,60.53154755
Before You Go.m4a,2826752,0.340808153,0.087041229,0.228920251,0.010757033,1971.390343,419325.3817,1913.234745,231214.5859,3698.031272,2017210.225,0.114156036,0.002387513,-2.8e-05,0.040574048,-0.000121705,0.009197431,83.35433468,-76.11870575,7507.91748,112.0548859,1256.648682,-35.91400909,713.3191528,15.87050915,268.0475769,-3.057008505,301.0343323,3.623274565,217.3296814,-10.26778221,131.5336609,5.624797344,100.3473816,-8.473031044,210.4173279,9.895793915,109.2751389,-7.326227665,87.10821533,2.972338676,95.1526947,1.953323483,85.32836914,-1.114205599,84.59007263,-7.326142788,92.63551331,5.593056202,59.18429565,-8.674037933,110.5793381,2.735388994,87.73155975,-2.587930679,79.35364532,-0.57913816,72.32010651
Billy Jean.m4a,6126080,0.515995622,0.077154703,0.068036497,0.002070098,2964.77357,1423361.003,2670.816869,394350.1811,6009.201498,4595956.291,0.154057631,0.007911159,-9.34e-07,0.001169683,-5.88e-06,0.003637814,117.4538352,-197.6382294,15855.65723,63.5271225,1479.037231,15.35473824,1162.075195,37.65333176,344.0597229,7.071431637,296.5961609,23.10444641,164.545166,0.603972673,149.4338989,18.63271904,123.2426758,-2.737822294,92.82105255,12.42717171,67.76733398,-7.137001514,70.11437988,2.138786316,48.88027573,-5.171006203,48.341362,4.240727425,39.3344841,-6.894581318,40.86361694,2.434463263,45.21659851,-6.65367651,35.05015182,2.222728491,38.85270309,-6.553332806,36.77521133,3.523799419,47.12395477
Bodak Yellow.m4a,4938752,0.382891685,0.09901648,0.22260794,0.016985113,3173.928776,1246944.504,2736.855671,266691.5358,6366.304785,3546615.576,0.139770622,0.009948683,-5.65e-06,0.040532377,6.99e-05,0.01517566,123.046875,-93.78131104,8199.191406,49.71549988,1288.309326,-10.32071114,1157.826294,9.03433609,561.3548584,-3.029910088,521.5273438,6.056954861,440.8757019,-11.91903496,381.1877136,-1.601181865,314.7937927,-6.943946362,204.9253387,2.552749157,198.2180023,-7.782260895,153.38974,8.524637222,152.5224304,-10.09901524,137.1743927,5.610592842,123.672966,-9.314909935,123.7920837,3.276439905,97.55202484,-5.094637871,92.61140442,0.726676583,120.6903305,-10.06760216,132.2561035,9.963999748,164.2125397
Body And Soul.m4a,4041216,0.250410914,0.102588102,0.063158333,0.001319498,903.7284892,86397.82165,1180.305418,73204.69849,1765.812673,707624.6173,0.033272835,0.000308182,-0.000225082,0.004044157,-0.000386555,0.00040341,95.703125,-315.8490601,5344.378418,149.3929901,998.7785645,-11.12315559,869.0303955,43.66609955,248.5792694,-0.692571282,165.598053,-0.243656889,53.76460648,13.00527287,77.97672272,-14.20286274,85.91135406,-6.277083397,48.9148941,-9.840777397,57.92089462,-8.375771523,40.27285767,-3.587492466,36.50856781,-4.176137447,27.99083519,-1.987740517,32.35246658,-6.943279743,48.3438797,-4.112073421,42.26835632,-3.565801144,44.54990768,-6.335263729,41.99703979,-6.763501167,57.13303757,-8.909314156,77.44774628
Bohemian Rhapsody (Remastered 2011).m4a,7826944,0.343808472,0.08955352,0.121443391,0.006574398,2153.120881,659491.0907,2158.19991,228873.8526,4291.586538,2444350.984,0.107880581,0.004474364,-3.65e-07,0.012316875,6.36e-07,0.003578869,143.5546875,-152.3611908,15819.36133,93.55918121,1181.265381,-12.81476116,589.1138306,30.96173286,469.7286682,-2.910196781,269.1130981,2.960176706,346.8242798,0.333515972,191.7504425,4.189469814,152.7605896,-9.322861671,182.500473,8.766132355,181.4450531,-8.47490406,150.2830048,5.34771347,107.9459381,-7.761859417,89.67649841,-2.88095665,101.2384644,-6.559741974,72.60244751,-0.602448046,77.57995605,-6.884117603,86.11708832,5.43717289,90.63598633,-3.757484436,85.34239197,1.172693133,83.64440918
Born Under A Bad Sign.m4a,3674112,0.393626124,0.088447914,0.135926872,0.002745654,1755.740878,319540.9647,1937.115501,124250.132,3456.689664,1338808.648,0.088832354,0.003019602,-3.24e-07,0.010974578,-6.06e-05,0.003964564,92.28515625,-124.6848984,8030.898926,121.3655243,837.3023071,-20.48908043,297.8692932,39.56653976,231.7331696,5.457622528,158.2167053,8.122561455,109.2162094,-7.886423588,60.08203888,8.552560806,76.65758514,-4.316721916,60.88492584,3.967329979,64.69034576,-5.771326065,62.07891464,8.086382866,56.82601547,-6.868812561,43.98712921,4.308489323,39.8415451,-5.02167511,38.81004333,2.306322336,32.56295013,-5.753371239,39.68379974,2.821602345,42.47730637,-3.958120108,34.10145569,0.68132019,43.31615829
California Love (Original Version).m4a,6282240,0.423538148,0.085948996,0.233886138,0.008255642,3026.384086,379561.5888,2732.235782,86571.2421,6357.447027,1036987.509,0.152066443,0.004181613,0.000137075,0.027847048,-0.000226945,0.017668108,184.5703125,-30.81751442,6860.554688,55.51580811,556.8547363,-9.396123886,559.8121338,29.22818756,366.8373413,4.165219307,316.5013733,12.01871777,217.0644226,-6.422893524,184.1529999,11.42325401,176.1435852,-5.434045315,138.9485626,12.65639305,115.8939133,-4.038883686,127.8465729,5.104619026,96.63152313,-7.837599754,88.4861145,6.819294453,73.76145172,-6.385767937,69.03185272,9.576944351,69.11473083,-3.160461426,67.4032135,6.407150269,66.0085144,-5.588111877,58.94146347,5.139397621,58.20112991
Call Me Maybe.m4a,4275712,0.395135522,0.091036662,0.209851474,0.013478908,2617.386608,1185657.079,2506.65964,364116.3881,5416.325063,4533830.933,0.114258222,0.006257815,5.14e-06,0.026139483,-0.000150869,0.015821148,117.4538352,-89.16952515,12992.20703,71.53048706,1406.975098,-3.360055208,906.4910278,28.10132408,324.8492126,1.805014729,172.8747406,9.140960693,236.4497681,-1.702951789,194.0563965,7.886853218,207.9387817,-1.913695097,110.2225342,6.027301788,126.6995621,-8.387979507,97.26753235,4.76813364,135.9351501,-6.761196136,88.65318298,4.321428776,108.6181259,-4.204319954,131.4346161,9.977066994,116.9901276,-2.104346275,97.79037476,8.08732605,84.75161743,-1.57985568,102.4051056,8.126935959,75.64058685
Catfish Blues.m4a,3869184,0.344275832,0.097109169,0.12378259,0.004247048,1139.158483,158514.3947,1385.36337,98064.93033,2021.37175,891004.5467,0.05499954,0.000649749,0.000835355,0.009479012,0.001293583,0.00451287,184.5703125,-188.3564453,6610.067383,160.4264679,1309.742554,-18.83478546,485.1106567,17.54569817,257.2290344,-10.76125431,208.6600952,6.447362423,152.5880432,1.367284656,161.2093964,-2.894238234,65.24022675,-6.119684696,89.59143829,1.431375742,77.96060181,-4.613829136,91.51581573,-3.904062271,69.477005,-11.09661579,78.40870667,-2.87372756,63.9410553,-6.862029076,46.72879028,-9.638949394,53.50686264,-9.059311867,64.61507416,-2.083616734,69.55233002,-4.245173931,66.98965454,-2.555242062,56.3362999
Chattahoochee.m4a,3257344,0.373672187,0.085022494,0.20759441,0.005860691,2175.323004,520526.3264,2206.107844,202630.9126,4346.519183,2224833.373,0.104535084,0.002275848,-1.73e-06,0.023198962,-0.000202466,0.011365067,86.1328125,-60.15487671,9285.768555,95.90436554,823.6172485,-15.6250515,524.4186401,41.64742279,335.4480591,3.383477688,219.9769745,5.192625999,145.9063873,-2.721221924,109.2636948,8.13083744,106.6089859,-8.818912506,102.1133118,2.712849855,121.6968994,-8.125610352,73.99544525,0.365029395,74.53742981,-4.99106741,70.87786865,1.80251646,60.71053314,-9.273308754,43.6335907,5.199904442,40.80433655,-9.472106934,55.86097717,1.687650084,42.95344543,-7.124342442,50.23432159,-0.687450826,56.59341049
Check Yes Or No.m4a,4412416,0.392733455,0.08993578,0.068994276,0.001078492,1654.29337,254532.0282,2075.670239,196052.0807,3543.446095,1597831.203,0.073605325,0.001146607,8.23e-05,0.003676455,0.000472318,0.000962162,112.3471467,-212.5111389,12727.44824,110.5973663,1128.924072,-7.986090183,280.9762878,34.87849808,245.5976563,11.32236099,137.4111481,14.27112865,72.94127655,-1.939053893,97.74339294,4.96118927,67.10378265,-1.67428565,63.79750443,4.294642448,51.94850922,-3.643446445,55.98173523,5.855303288,54.89873505,-3.047298193,51.01930237,5.591915607,54.82508087,-5.128310204,50.86301422,-0.25168401,56.61508179,-9.55309391,62.62817764,2.243011236,50.2586937,-10.23760414,57.10575485,1.593574286,71.3850708
Comfortably Numb.m4a,8430080,0.361019999,0.084314264,0.134216949,0.002924111,1791.824666,390029.7913,2244.445725,198525.8517,3890.821997,2372886.689,0.069018492,0.001367688,-1.2e-07,0.014712779,-1.46e-05,0.002308806,129.1992188,-129.1131744,6260.825195,118.1886063,883.4284668,7.374875546,282.1420288,30.10178375,216.7633972,1.51314044,163.6198273,6.763266087,91.07246399,-1.611028075,60.86672974,6.341407299,51.81406403,-4.943252087,49.95883179,7.878246307,53.52131271,-7.364140511,44.07569122,4.519516945,45.46599197,-7.80926466,44.79234695,2.832973242,48.13694763,-5.386717319,47.94229889,3.986290932,42.08464813,-7.421281338,44.74896622,6.070640087,38.56391144,-6.455824375,45.47621155,0.453720599,48.05705643
Dear Mama.m4a,6175744,0.427026361,0.091694288,0.219864309,0.007749479,2263.63625,796799.2665,2550.449027,157873.8204,5118.650164,2549920.074,0.080429754,0.003661301,-0.000554466,0.030585017,0.000555189,0.012163864,83.35433468,-95.2243042,7039.793945,83.87883759,1031.059082,21.47016525,581.1726074,41.48854065,324.5806885,3.919639111,285.5119324,20.91832542,184.8838654,-3.576245546,137.7750244,9.04128933,156.6164246,-2.824339867,105.5338821,8.038748741,89.65124512,-9.122920036,98.5687027,2.581969023,83.63419342,-2.73093009,105.4308014,7.626531124,82.26737976,-5.735526562,70.49742126,7.212295532,65.14985657,-4.564036846,60.24198914,4.278591633,67.66120911,-4.349320412,58.46743011,7.432140827,65.16057587
Debussy - Clair De Lune.m4a,5362176,0.225129023,0.083858848,0.036995906,0.001414135,661.8046439,28468.10418,787.4328781,68093.51239,928.2580653,127207.9285,0.048962246,0.000280018,-0.001038845,0.002417061,-0.000167247,6.38e-05,161.4990234,-393.4081421,6673.047363,157.7329865,1959.383667,33.15756226,1128.773804,-1.186416984,329.7799988,-5.213120937,136.0981445,-10.34499454,113.7423401,-11.34851742,82.8032074,-10.2012167,71.37667847,-9.390839577,74.54974365,-9.388394356,92.45756531,-7.131839752,93.12660217,-4.323993683,106.7304153,-4.198822975,100.8550568,-4.821436882,76.68939972,-3.905326605,70.43997955,-2.480277777,60.6639595,-1.39329946,56.79034805,-0.948966622,71.21712494,-0.228918985,90.28786469,0.53732866,87.5369873
Enter Sandman.m4a,7305216,0.474587709,0.077309087,0.145393237,0.002625921,2735.681938,660232.1828,2591.210433,182866.182,5739.29206,2356021.611,0.12693581,0.004317142,-1.02e-08,0.013026984,2.39e-06,0.003725636,123.046875,-81.03774261,9994.650391,69.40690613,803.8775024,-4.877851486,333.3832703,45.8823204,232.0274353,9.202672958,120.1572571,19.54757118,141.0514984,4.439819336,93.39318848,12.74327183,58.80339432,-2.487657547,58.44990158,9.735685349,49.32903671,-5.227282047,42.11563492,10.24945259,61.73832703,-3.249577045,36.61075974,3.482228756,49.04948044,-5.679991722,34.43320465,6.120229721,34.22809982,-4.956132412,36.08880615,6.899229527,35.61477661,-2.209122181,35.54135895,4.212273598,40.41340637
Evil (Is Going On).m4a,3819008,0.318267018,0.089311972,0.151024804,0.006160153,1836.429232,487585.8515,1971.799112,203001.1136,3623.639751,2175544.328,0.09016506,0.002553861,4.46e-06,0.014563001,8.13e-05,0.007735947,103.359375,-124.4443054,6630.751953,111.6502686,1125.06958,-17.34793854,618.9143066,20.40273666,264.7824707,-3.147373676,275.4278564,6.316215038,157.7281494,-5.816224575,181.774704,8.167545319,122.3009644,-2.122785807,112.853508,1.231433511,120.4940338,1.424438238,97.09979248,7.765192509,82.21199799,-4.118920803,106.6002655,4.12823534,95.289711,-3.738025665,79.42802429,1.598996639,55.51921082,-3.036209822,63.06029892,4.235479355,78.68673706,0.654392719,75.79331207,3.974855423,82.44785309
Fight The Power.m4a,6232576,0.518678963,0.078838781,0.114981562,0.002467643,2666.206845,380721.5219,2450.17098,83747.24702,5482.607513,983989.7875,0.113470923,0.004873675,-8.8e-05,0.008337417,-0.000884448,0.003314445,107.6660156,-123.9169769,3916.787354,62.94765472,560.0518188,-15.75477695,481.73526,49.73838806,359.146637,1.74465692,267.6677551,22.45472717,155.7241516,-4.779950142,173.4093933,18.30510139,98.45940399,-2.147106171,101.0923309,14.49659729,80.38518524,-2.190955639,68.05058289,11.37594509,64.93486786,-1.6525383,67.65436554,8.123627663,53.72361755,-4.893051624,47.8237114,6.361115456,59.68045044,-4.165999413,65.30643463,4.718616009,70.60730743,-7.412926197,75.89144135,1.05451715,63.56678009
Fly Me To The Moon.m4a,3420672,0.343457073,0.094176091,0.166798994,0.003916046,1593.506459,233958.4609,1467.047191,84927.11784,3107.042701,730800.8362,0.093976822,0.002360255,0.000927561,0.017790681,0.00146106,0.005627747,117.4538352,-113.458252,7647.640625,144.0360413,1012.42395,-61.82741928,643.8458252,47.70201492,249.0948181,-26.99523163,251.3293762,15.16368103,142.1823425,-10.55437851,126.3136215,-0.533486903,83.45476532,-4.00722599,89.92694855,-5.790927887,79.90206146,-1.771356106,65.93463898,-4.090019226,53.8000679,-3.027490139,59.52295685,-3.728707552,49.75087738,-5.325614929,45.0512886,-5.390827179,38.00076294,-3.173850298,50.46668243,-8.159874916,51.63521576,-3.556299925,41.22264099,-3.996438026,48.33860397
Funk #49.m4a,5151744,0.432767779,0.08682657,0.098501526,0.00178836,2514.616628,750094.0003,2295.349257,298115.6541,5045.076708,2792516.596,0.131897415,0.005725227,-0.000212756,0.005773942,-0.000728328,0.002514185,184.5703125,-126.8998337,10225.50488,82.33533478,1258.738525,-20.13803864,840.234436,39.98496628,195.8531952,1.333771586,127.2546692,15.15387249,94.82291412,-1.239528656,88.39944458,13.19530392,61.20452881,-7.277186394,51.34781647,8.035445213,46.46837234,-6.75496006,51.02840424,0.227386162,47.13513184,-8.001935005,39.302845,1.873368502,36.26726151,-9.230421066,46.22246933,1.822188973,36.03092957,-9.26749897,34.88033676,1.524142265,36.05953217,-6.531847954,41.62862778,-0.012911844,37.3392334
Fur Elise - Beethoven.m4a,4515328,0.206289589,0.084996082,0.114332192,0.003295213,662.2555505,49617.97783,639.875113,61579.77892,1163.791504,295425.7441,0.042408777,0.000212309,7.7e-05,0.015226593,-7.67e-05,0.000202335,129.1992188,-293.8042908,4297.691895,195.3453827,1419.502563,-3.67046237,332.5711975,-3.996549129,121.5997849,16.78709221,220.1099243,-3.204856396,117.6431046,-2.653766632,81.56188965,-3.671258926,53.78585815,-11.18857765,45.83478165,-5.491526604,66.56620789,2.041884422,200.1431427,3.731557846,216.8845978,2.328886509,149.9364014,-2.067781448,106.007225,-6.774599552,124.5466537,-7.06592226,108.3103638,-4.502758503,83.83561707,-2.601151705,89.65752411,-5.157191753,83.99433899,-8.890129089,102.105545
Georgia On My Mind.m4a,3981312,0.251214504,0.090779133,0.117723122,0.006390475,892.6835763,163008.4197,963.9883056,138336.5983,1616.021624,943816.8956,0.052400546,0.000819552,4.99e-08,0.015175862,1.09e-06,0.00190384,89.10290948,-248.1448212,5603.200684,158.7316742,1294.482422,-0.964353263,1140.569946,18.6273613,419.0359497,4.28047514,245.3119507,-8.746151924,262.74646,-0.579661548,185.4532623,-5.580841541,85.94767761,-9.18885994,157.8132324,-2.897936821,103.9781723,-7.856889248,115.5371323,-7.040874958,140.5036316,-3.308063507,81.01573181,-5.462487698,86.84469604,-0.485191733,107.7281647,1.173971057,142.6566315,-3.656623602,134.64505,-1.642035365,111.7003021,-2.580276966,161.2436981,-3.732545137,156.0497589
Get Down Tonight (Original Long Version).m4a,7034880,0.401735216,0.080754153,0.136078253,0.003867591,2864.004472,380330.0488,2672.948378,103967.8655,6148.775516,1159179.674,0.149308951,0.003354761,-3.82e-07,0.008941075,-3.15e-05,0.007007839,112.3471467,-72.30010223,6980.658691,71.8935318,394.5353699,-5.969291687,368.3511047,22.28506088,128.3082886,-9.69011879,115.5765533,9.867001534,96.07234192,-9.489703178,83.17028046,10.12654686,67.11964417,-5.504728794,83.01524353,11.09794521,65.11341095,-5.760830879,52.45883179,10.39798641,48.33481598,-6.892390728,37.20033646,4.280164719,35.02835464,-11.8411026,35.41056442,0.574757695,34.36819839,-10.96248341,31.72400093,1.002689242,37.82185745,-9.537114143,36.36220551,5.31780529,44.76702499
Going Back to My Roots.m4a,5204992,0.391302735,0.086755194,0.084392555,0.00192948,2258.618122,650924.744,2413.084243,277443.7358,4941.351219,3200461.153,0.099291154,0.002998385,1.83e-05,0.003524252,0.000174467,0.003202787,107.6660156,-164.154892,9410.766602,95.13400269,974.5128174,-6.063818455,560.7123413,24.56118584,255.0258636,5.062056065,200.2854919,16.51048088,127.0836182,-6.244636536,119.6284332,7.61726284,90.42267609,-8.097779274,96.75993347,9.948778152,69.84996033,-5.179122925,61.66671753,6.798604488,70.98365021,-4.553323269,68.51068115,5.988271713,64.06769562,-6.74142313,51.65774155,2.708663702,53.38233948,-9.21876049,44.97559357,1.16466105,59.1945076,-6.829778671,66.36225128,3.997438192,59.22851944
Hallowed Be Thy Name (1998 Remaster).m4a,9532928,0.403793633,0.080678716,0.244106323,0.002552842,2327.918469,452109.242,2292.497005,171643.0415,4814.037251,2057818.625,0.107965802,0.002010096,6.38e-08,0.037158113,7.24e-06,0.008264536,107.6660156,-22.82945251,4349.267578,91.69070435,914.3584595,-17.65954018,357.2635498,40.64700699,255.345871,-2.825348616,94.96841431,20.51031494,56.19005203,-2.198103666,67.23057556,9.983828545,46.43552399,-7.402575493,48.57545471,4.569836617,58.75559998,-6.161550045,50.95989227,2.8712852,48.47015762,-10.08297253,40.47860718,1.195259213,46.67362976,-10.79910374,46.69036102,2.374674082,43.49068451,-10.15179539,37.80833817,-0.579103708,48.04130554,-11.62717915,40.88909531,-0.159728497,36.09361649
Have Mercy.m4a,4439552,0.359363526,0.090148099,0.194104269,0.008060679,2500.746392,789008.4422,2409.818561,184537.0965,5108.259552,2578442.164,0.117407148,0.004418108,-3.13e-06,0.021618292,-0.000195848,0.011776507,123.046875,-81.06750488,8082.658691,79.00344849,1069.248901,-6.880789757,562.0497437,37.73847961,432.7453918,0.508241892,207.8563843,17.46500587,254.2258453,-1.93449235,128.4347839,11.02751827,102.7578888,-7.071999073,91.42472839,8.143285751,96.06761932,-7.875734329,60.56526184,7.344690323,69.29170227,-7.11238718,74.58136749,2.055120945,51.40719223,-11.27830791,51.78275681,-4.045514584,55.50911331,-11.37367249,57.09622192,0.169843704,64.12451172,-9.022247314,78.86338806,5.552732468,127.3746567
