filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
Heart Of Glass.m4a,5560832,0.392436504,0.083945334,0.1807345,0.006577483,2451.913079,491981.5013,2514.734193,199957.0553,5267.186621,2338322.591,0.104372387,0.002291263,-4.15e-07,0.019559106,-5.19e-05,0.008365071,117.4538352,-81.01405334,8338.424805,80.15831757,761.7853394,0.192217842,471.4006653,37.20225143,206.1679535,2.339680672,98.21363831,15.46500015,132.6318054,-1.607835293,74.49868774,10.48999977,74.40664673,-2.072911501,61.16986847,12.05814743,71.05116272,-4.246758938,47.96002579,9.701692581,44.83495331,-4.472943306,56.41431046,6.895414352,57.95675278,-5.30922699,52.18620682,5.191992283,41.35935211,-7.999599934,47.52351761,4.420805931,57.64932632,-3.539725542,67.6343689,4.969317436,64.80583954
Here You Come Again.m4a,3958272,0.331025839,0.088660799,0.11382471,0.003428138,2035.051035,409447.7644,2000.390997,120100.3225,3970.163439,1438649.515,0.113776604,0.003373395,-4.89e-07,0.009067936,-7.65e-07,0.003360223,107.6660156,-140.0638275,12834.81836,107.7101898,913.706543,-28.68785477,310.0871582,29.91804123,227.5215607,-7.79640913,142.2143707,7.836065292,112.590744,-5.673898697,99.82397461,-1.656076074,118.5801315,-7.622710228,102.2538376,-1.32222259,83.90652466,-12.60021687,84.0116272,2.333696842,63.57189941,-9.771306992,80.48485565,5.859596252,76.3079071,-8.286644936,80.77877808,4.2180233,79.38012695,-3.609764576,79.01203156,2.68388319,75.85353851,-5.192308903,83.83731079,2.009342909,74.10562134
Hold Me Tight.m4a,3620864,0.366014361,0.101075888,0.096024305,0.002066025,2141.1692,630915.2978,2228.917649,162359.2703,4385.32069,2327232.221,0.085865221,0.00313321,9.74e-09,0.007634874,-2.06e-06,0.001411691,89.10290948,-180.1310577,7553.325195,89.24547577,866.3446045,-16.09116936,483.918396,36.62752151,345.2054443,3.575421572,277.8179016,14.06177235,174.593277,-2.875943184,115.7806473,15.58029175,84.78342438,-5.091165543,96.60456085,6.818719864,78.86319733,-5.888743877,71.94693756,8.666657448,67.80701447,-3.367217302,69.40812683,3.648875237,68.13445282,-1.649240732,62.97390747,7.99745512,71.07819366,-1.867554069,60.63007355,3.916392088,53.12586594,-7.373242855,70.96411896,3.82719326,82.40649414
Holy Wars...The Punishment Due.m4a,8735232,0.460225642,0.076612175,0.10838788,0.001124992,2523.177685,227669.7882,2379.485192,120292.3095,5070.232593,863303.4327,0.129460897,0.001922773,-0.000613232,0.005202136,-0.002441658,0.003089208,117.4538352,-88.46836853,4626.943848,82.56085968,380.699707,-13.87290001,322.9092712,50.96639633,132.634552,-6.573869705,90.82596588,15.11280632,56.88637161,0.309785515,58.22714996,6.122098923,57.63016129,1.567950726,44.61367798,7.383560658,58.66067886,-6.373384476,34.38559341,6.901400089,42.64544296,-8.310750008,38.46795654,1.429444313,39.98653412,-10.41672421,38.14162445,6.808907509,31.04317284,-8.050835609,29.70018959,5.269656658,33.16850662,-4.365749359,36.62968826,2.641872883,32.11956024
How Do You Like Me Now-!.m4a,4610048,0.41819194,0.080400743,0.144094348,0.004165974,2267.871351,448409.7028,2337.215018,169048.5196,4697.837112,2057119.603,0.113275123,0.003367776,2.73e-06,0.011513312,-4.06e-06,0.005859732,107.6660156,-102.1685638,14490.34277,93.09069824,854.3544312,-11.88798237,422.8291931,36.61112976,225.4915619,7.131299496,182.3983002,7.981775761,133.6312408,-5.609809399,122.1020508,12.13761234,96.44791412,-6.928342342,78.25873566,9.994069099,100.8997574,-5.564575195,76.89666748,3.928663254,62.59483719,-4.74565649,62.31694031,5.410714626,54.03460693,-9.114088058,53.17551804,4.015842915,57.88293457,-4.854667664,59.30341339,1.914090514,73.99981689,-1.261099935,42.37627411,7.608960152,53.38712692
"Hungarian Rhapsody, S. 244, R.106, No. 2 in C-Sharp Minor.m4a",12419584,0.243084699,0.088039286,0.045951754,0.001468807,966.6903813,73389.34298,1050.993567,66336.22964,1647.142685,252268.4367,0.06386263,0.00088795,-1.02e-05,0.002849868,-3.88e-05,0.000151231,161.4990234,-317.0391235,9791.554688,159.7328491,970.4475098,-12.288764,815.0569458,4.860833168,315.3680115,5.389127254,177.5542145,3.656137228,109.4223938,-4.599237919,98.86312103,0.05523818,116.7454681,-2.381006479,134.1688385,-5.259657383,137.0806427,-7.253278732,114.1878128,-6.958581924,103.2998428,-2.839022875,114.4844284,0.289544553,87.85289764,1.529811502,73.50267029,-1.655490398,69.12306213,-5.922434807,78.25940704,-5.117050648,85.14359283,-1.715386152,88.29238129,1.597118735,111.0461731
I Feel Love.m4a,7832576,0.389120191,0.091864407,0.077920802,0.001669191,2311.993664,704295.3137,2261.906494,326434.5583,4770.872641,3206535.913,0.100772039,0.00247855,-0.001929428,0.002578737,-0.001534786,0.003591622,129.1992188,-170.2499237,12738.42871,94.08591461,1799.180908,-17.94767761,454.9187622,23.84615326,426.9953613,-5.88054657,178.6356506,13.15603924,114.0770798,1.5702703,104.9841003,8.822793007,71.97716522,-4.679697037,104.9590683,9.742949486,70.95300293,-7.253565788,62.54958725,5.497078896,61.99036026,-3.921280146,54.95428848,6.806952477,52.21368408,-3.126707554,54.37712097,3.683190346,48.92847061,-6.345736504,53.24453354,3.346166372,39.9268074,-6.343813419,42.96180344,4.63729763,41.70767975
I Love Rock 'N Roll.m4a,3863040,0.419797122,0.086933345,0.204197615,0.006702072,2361.829275,347839.8596,2094.561244,122329.9616,4555.010114,1166916.361,0.132756463,0.002896713,3.66e-05,0.021098124,0.000546275,0.013289201,95.703125,-38.0538826,6325.513672,93.94715118,837.5960083,-43.33240128,365.458374,30.05087471,292.1756592,-13.98499584,167.8759003,9.801890373,126.7611389,-2.954888105,134.3939209,5.326386929,85.0491333,2.473976612,80.54698181,6.328580379,91.18857574,-2.455406904,54.24618912,8.612551689,54.19447708,-10.82981491,58.43346786,6.345709801,57.94166183,-4.50349617,57.32947922,2.055248022,43.66324615,-7.146984577,45.15069962,4.534829617,44.26279831,-7.967324257,57.36082077,4.495094776,77.44490814
I Shot the Sheriff (Surf Style).m4a,7322624,0.339130312,0.091317929,0.181436852,0.007520454,2106.795602,643382.6177,2249.806297,311144.0972,4434.624903,3402016.244,0.096852223,0.003403276,-6.73e-08,0.026533347,-6.65e-05,0.007282891,151.9990809,-110.5499039,9195.530273,94.36006165,1034.02478,-10.43488789,692.2679443,27.65538788,226.4404144,1.810696959,154.3766022,11.51647854,159.8417816,2.929229736,141.1915741,9.199316025,96.99033356,-0.26655221,101.4054565,8.367282867,74.91049194,-14.19056034,88.40407562,-1.965535402,88.93663025,-7.190349102,70.45659637,3.001669884,74.70826721,-9.699947357,64.96911621,2.033203602,68.87537384,-5.753004551,94.37306976,7.708851337,86.85449219,-7.031123638,127.6236343,-0.349158347,99.97341156
I Want It That Way.m4a,4703744,0.340101898,0.086975902,0.163331687,0.006344497,2612.20514,546454.8163,2589.197835,146006.3039,5709.713486,2198168.84,0.123759102,0.00390323,-4.17e-06,0.018143928,-2.4e-05,0.006660083,99.38401442,-77.38426208,11843.98535,81.4245224,605.8782959,-6.671864033,312.5770569,14.46594429,264.0976257,1.924553871,176.5251617,10.80610371,154.3768005,-13.7363224,152.3591003,11.8447876,101.0965195,-8.988749504,115.9279785,6.298079967,104.7005844,-9.341247559,63.60863876,0.525267005,115.1614304,-9.943198204,62.99602127,1.420556664,62.88042831,-6.719026566,57.56332397,0.933323562,57.15930939,-9.883141518,52.9582901,4.284852028,56.24223709,-8.155291557,59.69012451,1.89256072,63.17661667
I Will Always Love You.m4a,5941760,0.256516576,0.09571901,0.117748901,0.008736491,1834.930484,507777.1056,2050.188787,267712.6593,3649.025396,2386348.665,0.082135082,0.003144787,-4.4e-06,0.017997313,-2.54e-05,0.001559022,67.99958882,-207.0201263,19032.50977,97.6999588,1659.023926,-6.964207649,558.854248,30.37580299,471.2036133,4.470433235,161.6783447,-2.380149126,234.3484039,0.374909043,128.5332642,-0.013376785,173.3357391,-9.454474449,94.76932526,9.118614197,180.536972,-10.60752964,120.7793274,-1.096340418,88.99052429,-7.080884933,102.2408524,0.950810313,147.9494171,-1.787249923,129.0577698,3.145856619,143.3883514,-4.350930214,106.6309128,2.397346973,147.2415009,-6.498057365,139.5806122,2.919815779,195.8087006
I'm Tore Down.m4a,3410432,0.288505316,0.09373156,0.08933077,0.001354501,2449.11315,432377.1669,2496.50359,184513.1681,5290.682473,2394263.437,0.111818165,0.003051016,4.21e-08,0.004744435,-3.67e-06,0.002108366,135.9991776,-154.144104,6514.230957,84.7275238,762.5715942,-5.432263851,622.06073,22.13350487,233.8447571,-3.534999132,174.084671,7.623218536,91.46743011,-7.644713402,71.42364502,8.51554203,75.89636993,-12.20904922,71.17623138,5.154396057,82.25084686,-6.931921005,78.50630951,4.796902657,77.8791275,-11.91832924,78.02516174,1.301323533,70.66313934,-13.90357018,64.6769104,2.033993721,62.41570663,-10.70145321,70.71814728,2.466342688,72.87045288,-3.162767172,76.12774658,4.86486578,142.4855652
Iron Man.m4a,7799808,0.411154896,0.081093967,0.185898528,0.002832744,2580.820463,438467.4938,2353.4419,119969.8616,5076.305996,1361999.623,0.130178153,0.003249379,-8.55e-07,0.018830331,4.41e-06,0.008469421,161.4990234,-57.51872253,6599.617188,75.40600586,825.3356323,-11.1135006,364.42099,58.92879486,188.5414886,-5.885653973,106.1242371,8.279165268,81.52173615,-5.133360386,67.73664856,6.613785267,51.42595291,-4.178241253,55.39858246,10.05948734,53.21068192,-6.555860043,50.83274078,9.841373444,49.12771988,-6.79937458,50.84970474,-2.086300611,56.11382675,-5.804327011,52.35173035,-0.073647045,35.34333038,-12.68615437,43.95770264,4.751770973,35.79090881,-5.353136063,44.70589066,3.916209698,41.73051834
It Don’T Mean a Thing (If It Ain’T Got That Swing).m4a,3979776,0.3462767,0.095077917,0.091787405,0.001573846,1600.421529,582411.6951,1556.505636,94351.26911,3244.978093,1677446.324,0.098897743,0.008583902,-2.82e-08,0.005903361,-2.8e-05,0.001628206,112.3471467,-223.668869,7374.65625,123.7462692,1095.184448,-20.00112343,1227.828369,84.59100342,495.2050476,0.832363546,334.4457397,8.029408455,183.929184,10.75712967,160.6244812,-10.70142269,88.38315582,-6.110785007,73.72254944,-6.390126705,106.2558746,-7.202777863,105.8049316,-6.513902664,78.49441528,0.755266964,80.39801025,-0.721126318,88.26225281,2.680010796,105.4972534,-0.855407715,79.17066193,1.966564536,95.45409393,2.689775229,104.793396,-3.421806574,88.20619202,1.401937723,90.68959045
It's Just a Matter of Time.m4a,5203456,0.373445421,0.082711525,0.183617026,0.00373572,1718.78449,331671.6618,1983.282996,157141.4798,3511.361215,1715666.621,0.076579977,0.00121492,2.79e-05,0.021537727,0.000127803,0.007145496,66.25600962,-86.42446136,5140.973633,124.0273666,828.2572021,-14.90920734,374.5296631,30.86683655,200.6955872,-1.611748338,160.1681061,9.095561028,122.1544189,-8.950256348,79.87176514,11.24548912,81.94934082,-9.814791679,74.79845428,1.450853586,79.90478516,-7.122191429,70.10540771,0.561743021,75.54901886,-11.25763321,66.42715454,-2.73720026,57.43571854,-9.071656227,49.98188782,2.346864462,58.46172714,-9.224577904,43.88982391,-1.430406213,48.22071838,-7.354907513,49.60786438,-0.697024107,60.9249115
It's Your Love (A Tribute to Tim Mcgraw and Faith Hill).m4a,5094912,0.342474252,0.094877876,0.11433056,0.003445042,2023.636198,850691.8082,2128.321456,255477.1168,4134.776367,3150320.994,0.114210908,0.019448173,2.05e-06,0.010564372,-1.37e-05,0.002329117,143.5546875,-158.0617523,13680.89063,105.7939224,1404.934937,-10.2745142,433.7449341,29.1859684,240.6829224,-1.951882362,197.3506012,3.830528259,147.6810303,-7.559554577,118.1751404,6.530777931,109.9272003,-13.46520519,111.3911133,3.190748692,118.5849609,-8.86889267,88.94447327,-0.397991449,102.6723022,-9.875051498,80.49830627,-1.12461853,87.69340515,-9.674548149,85.83098602,0.071313202,79.05673218,-8.13585186,67.90752411,1.09280169,81.65636444,-7.15557003,80.39406586,-0.014794819,82.85314941
Juicy.m4a,6676480,0.364587039,0.097618341,0.207412079,0.011151413,2359.486516,896029.4429,2275.479091,195505.5639,4793.367631,2755303.964,0.105971933,0.004086134,1.92e-07,0.016342614,-3.9e-05,0.022797808,95.703125,-92.80662537,8892.541992,86.73429871,1530.797363,-0.081531249,569.6819458,47.30876541,455.5795593,-7.709805965,271.0845642,10.74801254,311.8725281,-6.940406799,179.3789978,10.52181625,161.8273468,-10.16397953,151.5690155,5.411452293,139.8730774,-7.767078876,111.3177567,4.358029366,78.41880035,-9.307159424,95.47590637,2.646267176,102.7031097,-6.817769527,83.95735931,0.586123049,61.96557999,-7.260395527,74.61859894,-0.782311857,85.77252197,-6.630720139,100.4273758,0.547559679,103.2774811
Legalize It.m4a,6167040,0.414341867,0.08742696,0.146975055,0.005568007,2325.190595,389010.4983,2180.881536,149850.9013,4602.527322,1719534.255,0.12898436,0.003235018,3.03e-05,0.013406258,0.00013891,0.006725304,143.5546875,-91.33362579,5854.830566,94.52310181,747.494751,-30.70087624,580.336853,29.17062759,260.2067566,-3.023023605,327.0917664,11.06044769,135.7795563,-7.064164162,155.3641663,11.82980347,130.848587,-6.658765316,92.79258728,7.161753178,89.94929504,-0.437869042,106.5251846,2.688252449,66.18421936,3.965065002,66.82381439,4.284380436,64.23803711,2.930432796,66.97705078,8.295186996,71.41168976,-10.33333778,80.27559662,11.09550858,77.4695282,-5.888447762,67.29131317,4.871826172,63.96536255
Live Like You Were Dying.m4a,6622720,0.324998856,0.084225595,0.183694765,0.005806159,2081.2721,399087.2125,2272.373071,177867.7257,4410.226718,1875871.11,0.09165797,0.001505594,-2.57e-07,0.026296562,2.56e-05,0.004770873,80.74951172,-81.63598633,10815.58789,102.5569611,835.1177979,-9.213590622,257.9682617,31.28203201,168.8652954,0.726482093,106.1512604,5.872634888,63.93265915,-9.280407906,101.8887634,6.086062431,67.60829926,-5.07932663,67.18746185,5.153352261,77.29524994,-9.187903404,54.54684448,2.605107307,65.29292297,-9.026629448,60.15565872,2.239660025,62.67398453,-5.057164669,48.01532364,3.120334625,52.34273911,-9.661888123,45.51495361,3.341971397,43.74740601,-9.464152336,47.74071503,0.306139767,48.59593201
Lose Yourself (From '8 Mile' Soundtrack).m4a,7084032,0.462038249,0.083617613,0.272122413,0.019491291,2135.365099,1063923.04,2200.094108,461477.7475,4385.500515,4397486.802,0.094069392,0.005007775,9.92e-06,0.04280284,-2.72e-05,0.022597862,172.265625,-80.22772217,12875.18945,96.3836441,1665.656372,-7.431425571,854.7231445,35.55810928,396.6439209,9.391745567,234.7281342,8.89435482,275.0519409,3.469903946,163.7158661,16.66280746,242.7600861,-4.19333744,135.7881927,12.57313919,148.5500641,-1.18439424,109.7751465,5.931619167,121.2799835,1.46341157,116.1230164,5.776143074,103.8188248,-3.936772585,74.08840179,5.250108242,96.34604645,-9.629218102,72.5121994,3.850964546,95.03656769,-5.715744972,86.20667267,3.410570383,107.777153
Lost Ones.m4a,7363584,0.4227328,0.096455976,0.16229327,0.012133026,2222.718111,1214731.977,2295.832985,290436.242,4615.508771,4645091.062,0.106694562,0.007104873,-2.99e-06,0.011215606,-3.79e-05,0.018506674,95.703125,-135.0927429,12462.58398,95.46157074,1940.615967,2.492749214,869.2778931,17.05091858,484.7151184,-11.18218803,416.0611877,10.50051308,277.2341919,-5.275635719,270.8599854,6.360233307,192.6300964,-6.429588795,149.7236633,9.888342857,175.2706909,-4.090713501,115.8716812,5.745983601,103.1937256,-5.367090702,111.4316864,1.580119848,74.28386688,-7.079999924,84.68453979,1.594864845,69.55178833,-6.505599976,74.11930847,1.199920177,74.9485321,-5.541458607,72.58383179,-2.996297598,109.9435425
Love Hangover.m4a,10339840,0.361225635,0.087685242,0.081156813,0.001117645,2470.220354,562276.1796,2649.708716,181159.1699,5646.203961,2586812.048,0.109493686,0.003324688,0.00135628,0.003535655,0.001600735,0.001966583,112.3471467,-150.1645203,5431.509766,91.89593506,811.442688,12.52314568,422.8639832,20.18906784,177.2114563,-6.464262009,114.0019684,15.09186363,119.5219727,-8.956067085,76.10904694,6.142705441,70.80522919,-10.12991714,59.51056671,6.34087038,55.16226578,-10.99111652,53.25839233,2.949661732,52.25750732,-11.62724209,47.71813583,4.58235693,46.98819351,-10.63479137,41.5208931,0.912640095,42.07244873,-9.012989044,48.84032059,3.611804724,45.69875717,-7.222827911,61.0954895,5.515216351,58.48585129
Many Rivers To Cross.m4a,3553280,0.328387469,0.092877172,0.128080174,0.00586589,1218.646233,439356.7427,1683.324034,337819.1708,2370.712284,2968955.164,0.052752032,0.001085816,-4.88e-07,0.01526259,-2.83e-05,0.002991812,135.9991776,-219.7036133,13082.88867,131.8873291,1495.838379,24.50497627,860.0020142,24.64525986,278.5621338,2.899050474,203.3903656,9.380781174,173.984314,-0.807522058,159.2892303,10.69809151,171.2850494,-7.793184757,111.9687881,5.006969452,119.8121643,-3.881196737,101.8595123,-2.120168209,104.2145081,-3.547277212,120.1599045,3.023334026,94.73983765,-3.775348425,123.7619247,4.377945423,128.7666016,-3.234611034,119.2297363,0.865079045,112.5769501,-4.279199123,104.3356171,-0.851438224,152.6272125
Master Of Puppets.m4a,11340288,0.450056523,0.08086288,0.098342113,0.001284729,2837.463156,388973.2659,2361.853405,114316.8588,5414.834043,1174091.256,0.151877579,0.003110154,-0.000953349,0.005729162,-0.002066472,0.002298118,103.359375,-112.3395233,6335.556641,60.11848831,639.8464355,-18.59553528,320.5458069,58.65101624,369.3257141,-0.797982574,89.2702179,16.56308746,109.873909,-0.399400473,75.99501038,14.27806568,65.20302582,-8.716763496,50.32634735,6.350194931,72.80531311,-2.550536871,46.46734619,5.869865894,43.40258026,-7.878909588,44.99688339,-0.124972664,44.51779938,-10.02522087,44.90090942,-0.111236244,33.49206924,-12.23136997,34.13185883,3.919085026,37.0915451,-4.259954929,40.81419373,-0.129491225,41.38366699
Me Myself and I.m4a,4863488,0.410137326,0.093325779,0.073082879,0.001707825,2717.875606,877766.1336,2694.888612,155032.1291,5895.600617,2685214.253,0.133098222,0.006608456,5.32e-08,0.001527123,5.88e-07,0.003510752,117.4538352,-166.2342682,7329.382813,79.44942474,888.1925049,8.994724274,580.7156372,18.57306671,331.7814636,-6.661465645,180.3974457,11.36393261,157.8244019,-8.954549789,105.4658813,7.329192638,78.84502411,-9.94003582,77.72458649,5.586808681,65.92177582,-5.922766685,62.79570389,6.421844482,54.75418854,-7.545021534,52.86768723,1.72698772,57.04177094,-9.603547096,52.17579651,1.007709026,41.79127121,-10.60281277,43.33124161,0.277094424,39.98315811,-9.529215813,42.78023529,-0.075379044,45.79841614
Mind Playing Tricks on Me.m4a,6808064,0.414045215,0.092405327,0.12523967,0.006626665,1981.059563,640574.3073,2149.208314,212992.7277,4132.314465,2507721.265,0.083795202,0.003608458,-1.98e-06,0.010293389,-2.47e-05,0.007329955,95.703125,-159.269577,6386.46875,99.54076385,1049.922974,-11.21089268,557.1040039,41.81673813,358.3743286,8.556286812,258.9519043,15.02164841,165.2527008,-4.638929367,129.0929108,12.61514282,81.90887451,0.757286847,110.8358841,5.283427238,85.74077606,-4.095940113,79.52033997,3.46844697,86.207901,-4.72026968,61.49165726,3.854594231,59.91723251,-4.778418064,57.65539169,3.485791445,74.40018463,-4.982260227,60.84684753,0.740031123,57.24084091,-1.83319664,69.34490204,2.213049412,53.42551422
Moonlight Sonata (Solo Piano).m4a,2607104,0.228070334,0.080768153,0.094636835,0.002439507,826.2440263,137197.5053,851.0458091,90730.19634,1444.185383,432520.2483,0.051862793,0.001230658,-6.52e-06,0.010503885,-2.86e-05,0.000186997,51.6796875,-261.3798828,6688.722656,185.1112976,1810.351074,-20.65130806,428.4396362,8.680605888,237.7214813,8.918002129,107.0765762,-8.377979279,81.37424469,-3.636379004,72.98895264,-4.053333759,78.50619507,-3.509172678,66.11724091,-4.067090988,64.78076172,-7.563961983,80.57054138,-7.276964188,80.34850311,-4.756851673,66.27462769,-4.234671593,55.73229218,0.828892589,67.66249084,1.694002509,64.62944794,-4.228279114,82.63852692,-2.664027691,98.16075134,2.71346736,92.94805145,1.446414709,86.50959778
Mozart - Eine Kleine Nachtmusik Mozart Instrumental Piano Music.m4a,7345664,0.216852099,0.084733918,0.046784885,0.000427848,1016.67963,102398.8138,1258.24439,78119.51122,1675.612024,617453.3478,0.050368008,0.000524272,-4.06e-06,0.002353388,-2.7e-05,4.48e-05,89.10290948,-308.7505493,2118.152588,158.254776,842.0939331,-18.22585297,218.8229065,7.270349979,180.914917,-20.1215744,86.41546631,-8.201224327,53.50395584,-7.641854286,72.63759613,-12.31389427,67.49310303,-13.22555923,104.0600815,-18.21871758,120.5275726,-18.4986763,78.89824677,-16.14265633,74.25522614,-14.90061092,84.25484467,-12.34780693,78.49069214,-11.90074825,72.54570007,-10.78586483,69.22949982,-11.34168339,72.4041214,-10.96186829,64.93523407,-8.474515915,48.87001801,-11.05245209,45.76706314
Ms. Jackson REMIX.m4a,5409792,0.315295756,0.095004335,0.179300338,0.021737233,1366.238265,1559821.224,1617.63009,756966.9033,2615.744168,7480594.623,0.060743398,0.006341863,2e-06,0.041622415,-0.000162413,0.009123297,95.703125,-240.9751587,14014.0752,137.3750305,4296.296875,22.96242142,873.1277466,12.96660709,134.0982971,16.65389442,140.9716034,10.12773609,129.0145569,-5.78492403,144.797348,-1.079602003,154.2011719,-7.774803162,88.21073151,-4.957367897,66.67809296,-8.104506493,43.38444519,-0.673059762,70.87924957,3.324460983,64.05406952,8.980758667,70.68177795,0.14211762,61.19321823,-1.022758126,96.40332031,-4.539988995,49.8286705,-0.130218461,46.98752975,-3.512230396,44.67915726,1.292894959,39.56600952
My Babe.m4a,3583488,0.319965184,0.092233576,0.095067643,0.003065001,1930.035714,605801.4414,2137.709993,243047.5588,4044.106274,2436382.63,0.078824079,0.00293769,-1.67e-07,0.007397783,-1.53e-05,0.002053462,78.30255682,-192.7223358,13287.9082,98.34945679,1306.892822,-2.006376982,706.6248779,38.93235779,280.2720947,-9.282662392,234.9541473,-0.193833947,181.7981567,-2.007817507,116.7137146,4.278755665,83.95076752,-8.563602448,98.61508942,3.990297318,80.68989563,-10.77115536,75.70809937,0.110979393,69.99938202,-9.689463615,64.70365143,-0.867401361,60.3970108,-7.315149784,68.26248169,0.946394086,73.38816833,-6.857615948,69.38597107,0.232493982,45.85258865,-7.267483711,50.75757217,-0.121461719,66.93599701
My Hang-Up Is You.m4a,2733568,0.373241752,0.08827883,0.08604189,0.001613778,1684.182883,459453.7835,2052.693537,207812.3283,3503.427954,2388912.597,0.065726497,0.001787226,-2.76e-05,0.005307942,-0.000259623,0.001747761,92.28515625,-186.3363495,4488.905762,117.6012192,870.1434326,-5.425190926,472.5039673,27.26082039,223.8858337,7.10464716,201.304306,14.85507965,122.6659622,-1.581685781,103.0995331,6.431152821,115.8817215,-7.689496994,86.12477112,-0.478936464,107.9805374,-4.330664635,93.90083313,2.978708982,76.56563568,-6.092092514,61.6011467,-0.487276465,57.51325989,-8.143366814,63.27804947,1.111229777,64.19560242,-2.178320646,51.13570786,2.06236577,59.76781845,-3.059289694,59.19878769,1.862908721,67.35501099
Night Fever (Bee Gees).m4a,4595712,0.40560317,0.089036368,0.124148242,0.005131445,2737.335632,891764.6284,2716.785019,231012.4159,5974.013848,3325419.162,0.127564768,0.006137744,-4.2e-08,0.007584075,-0.000131397,0.00825357,107.6660156,-129.2559662,5186.381348,72.97690582,1078.268311,13.23045731,518.4598389,34.04034805,209.2615204,8.303501129,115.9050522,21.89188957,110.9452591,-0.001890978,78.36408234,11.78894997,68.34210205,-5.550677299,67.83750916,6.117816925,78.62931824,-8.03126812,89.7502594,6.122914314,76.98378754,-3.586339235,65.33586121,5.937605858,70.26500702,-5.183314323,63.23314285,5.681909561,56.32953262,-4.356682301,40.16056442,5.237539291,44.19857407,-8.151572227,54.66140366,3.078754902,56.92480087
Nobody Knows You When You’re Down And Out.m4a,3972096,0.243711472,0.095347375,0.147686943,0.004718035,868.8073352,271475.3625,757.9166495,90792.66621,1464.144027,968521.2738,0.059435766,0.002215875,-8.18e-06,0.02014151,-1.89e-06,0.00235831,172.265625,-275.2671814,6101.85791,167.8888702,1197.855103,-23.82256317,2347.505615,5.730817318,481.7432556,12.23686314,235.5353546,-26.68206024,237.6289215,-15.74997711,164.916626,-15.23863411,100.9233627,-28.67668152,124.9296265,-21.73786163,166.4243164,-23.49743462,80.40510559,-29.84270096,103.8745956,-21.35455513,72.67831421,-17.27023697,70.43904877,-15.60565948,83.42585754,-6.453280449,153.331955,-3.591949701,175.1220093,-6.232139587,159.350235,-5.680284977,133.3872528,-4.960688591,124.2678833
Nocturne Op 9 No 2.m4a,3873792,0.283384264,0.083616979,0.127673805,0.001996084,1828.365485,271160.0563,2215.139477,151699.1936,3901.564849,2001787.733,0.106335035,0.001069769,-0.000356143,0.016319321,-0.000790875,0.000414511,129.1992188,-158.7153625,3468.773926,99.39201355,481.193634,5.959702492,237.5987854,31.82218933,218.4454651,9.375009537,120.5580978,20.15750694,87.01412201,-2.865245104,119.8503036,2.918554306,133.0265503,-5.840537071,100.207489,-4.536615372,120.7519684,-7.934586525,153.6682587,2.724010229,183.7985077,-12.53424072,120.2669296,-3.492065668,138.1152649,-10.94523716,204.5660858,-0.942782879,180.1669922,-11.98083401,207.402771,4.721552849,140.8866425,-7.030008793,149.4341888,3.296178102,129.4196777
